"title","review","stars","productname","platform"
"","very convenient and easy to use. Also, is really nice to be able to start and lock when needed.","5.00",TOYOTA,ANDROID
"",I love the functionality of the app and the features. works great 👍,"5.00",TOYOTA,ANDROID
Malfunction,Twice now I have gotten notice at night that my windows were down and car was unlocked. I checked all was fine.,"4.00",TOYOTA,IOS
"",It doesn't work anymore😕,"1.00",LEXUS,ANDROID
"",app sometimes work to turn on truck other than that it's a good app easy access to see mileage and health of the truck,"5.00",TOYOTA,ANDROID
Toyota App Review,"I just love the fact that the app notifies me when my doors are unlocked; and even more the fact I can lock it remotely from my phone.  
Happy Thanksgiving’s 🦃","5.00",TOYOTA,IOS
Worth the money???,"Still in my free trial and it’s useful but not necessary.  Also, it does run a bit slow.  Not sure I’ll pay for it when the free trial ends!","4.00",TOYOTA,IOS
"",Toyota really out did themselves with this app.,"5.00",TOYOTA,ANDROID
"",Good service,"5.00",LEXUS,ANDROID
Nice app.,Works well and is convenient I just would like the Find Car option to show which direction you are facing. It is a little hard to figure it out initially and sometimiento I just have to have my phone upside down.,"3.00",TOYOTA,IOS
Who thinks these updates out?,"If you haven’t the latest update from Apple the app becomes unusable, no reversion to last update duh….","1.00",TOYOTA,IOS
"","if I was able to control the heating and air conditioning, I'd give it 5 stars even though I have to pay to use this","3.00",TOYOTA,ANDROID
"",very nice application. Love it.,"5.00",TOYOTA,ANDROID
"",love my hybrid rav4 and the app.,"5.00",TOYOTA,ANDROID
Español,Por favor pongan la aplicación también en español,"5.00",TOYOTA,IOS
"",me encanta,"5.00",TOYOTA,ANDROID
Nice but needs improvement,"Nice to be able to remote start from inside my office building, get an alert for open windows or unlocked doors, and lock/unlock doors from afar.  Have not used the valet feature, yet.  I can’t find the option to renew subscriptions from within the app so that is weird that it’s difficult to find or not available. It randomly logs me out and also does not seem to have a consistent connection when using it as a digital key. It wants you to store your credit card info for some reason. Not sure why this isn’t a free service because the  charged is not worth what they give you.","3.00",TOYOTA,IOS
"","Elle est très difficile d'utilisation. Les commandes à distance ne fonctionnent pas ou mal. J'ai de la difficulté à connecter 2 téléphones Samsung et iPhone. Nous n'arrivons pas faire disparaître le code demandé. Bref, on nous conseille de désinstaller et de réinstaller une autre fois.","1.00",TOYOTA,ANDROID
"",no tire pressure check in Toyota xse,"3.00",TOYOTA,ANDROID
Toyota phone app,Love the app tells me everything about my car.But wish it was free but convenience is not something that is free nowadays.,"5.00",TOYOTA,IOS
"",excellent service,"5.00",TOYOTA,ANDROID
Great app!,I LOVE that it reminds me to lock my car!!!,"5.00",TOYOTA,IOS
Start truck with key remote,"When I last had my truck serviced, I asked how to start it with my key remote as I couldn’t start it with it. The two tecks that were with me tried it and couldn’t start it either. How does it work?","5.00",TOYOTA,IOS
"",I love technology,"5.00",TOYOTA,ANDROID
"",The notifications and reminders are extremely helpful! Especially when someone else has borrowed your vehicle.,"5.00",LEXUS,ANDROID
No longer usable with older iOS,My banks’ apps still work with iOS older than iOS 16. I don’t know what to say other than I hate the people who made the decision to stop support older iOS. I can’t use any of the features that you boast about.,"1.00",TOYOTA,IOS
Update problems,I can’t open my older Toyota app without updating and I can’t update the app on my iPhone SE.,"1.00",TOYOTA,IOS
"",Non compatible avec mon tephone,"1.00",TOYOTA,ANDROID
"",Great app,"5.00",TOYOTA,ANDROID
"","Great when it works. App is not reliable. Have to keep keys with you because you can't plan on using it to lock, unlock, or start car. Useful for knowing how gas is left.","3.00",TOYOTA,ANDROID
"",Toyota debería brindar los servicios de rastreo GPS gratis para caso de robo del auto la persona pueda acceder y encontrarlo,"4.00",TOYOTA,ANDROID
"",awesome update seems promising,"5.00",TOYOTA,ANDROID
Status checks and locking is awesome,Super useful to remote lock my car and know if any of the windows are open! Can also use it on my smartwatch.,"5.00",TOYOTA,IOS
"",muy útil esta app me encanta,"5.00",TOYOTA,ANDROID
Location,The location when I need it never works well,"2.00",TOYOTA,IOS
So needed,Nice notifications system!!!!,"5.00",TOYOTA,IOS
Tillo Fakher,Very convenient and easy!,"5.00",TOYOTA,IOS
"","I wish I could pay my monthly bill through the app. If it worked, I'd give it 5 stars!","4.00",LEXUS,ANDROID
My Toyota hybrid highlander❤️,"Since i own my new hybrid vehicle this year. I enjoy using the apps and very convenient on my part🙏Toyota is always my dream car and definitely my retirement one for good. When it comes to quality,Toyota is simply the best and highly recommended to everyone❤️","5.00",TOYOTA,IOS
"",convenient and ease of use.,"5.00",LEXUS,ANDROID
"","The application works well. No complaints other than the ""check your backseat"" reminder every time I use my phone to lock the car. I understand why it exists, but I have no children and am 53 years old.","5.00",TOYOTA,ANDROID
"",it's giving me the opportunity to do everything I want to my car. it's very easy to use.,"5.00",TOYOTA,ANDROID
"",Very convenient,"5.00",LEXUS,ANDROID
"","Why can't I update my app on my Android phone so I can use the app? The error msg kept saying ""contact your developers ""","3.00",TOYOTA,ANDROID
Necesario,Es muy importante para la seguridad y cuido de tu inversión.,"5.00",TOYOTA,IOS
"",I love the remote start feature.,"5.00",LEXUS,ANDROID
Finance,"The app NEVER works for payments. I called Lexus and they told me I just need to download the Toyota app. It’s very inconvenient and that one also does not work. 
I have to call in every time I want to make a payment and the few times the app did work it was SO MUCH MORE CONVENIENT! 
I’ve logged out, I’ve deleted and redownloaded, I’ve downloaded the Toyota app.","1.00",LEXUS,IOS
Problème,Je n’ai pas ios 16 donc pas capable de télécharger la mise a jour et plus capable d’utiliser l’ancienne version qui me convenait parfaitement…. Comment on fait pour continuer mon ancienne version ??? Ketchup 139,"1.00",TOYOTA,IOS
Love,Love the ease,"5.00",LEXUS,IOS
"",Every month it's a different issue. Can't pay on the app have to call. Now I can't even login to the app. It's a mess. I hope toyota cleans this up so I can pay my stupid bill on time. I hate calling it in.,"2.00",TOYOTA,ANDROID
Lexus,Excellent app❤️🔥🔥🔥,"5.00",LEXUS,IOS
Je recommande,"Vraiment facile d’utilisation, très intuitif! J’adore!","5.00",TOYOTA,IOS
"",very good,"5.00",TOYOTA,ANDROID
"",This stupid app requires you to update your phone. I just need a working app that I had previously WITHOUT changing my phone.,"1.00",TOYOTA,ANDROID
Excellent,Easy to use and I love the features of this app.,"5.00",TOYOTA,IOS
"",I like the app for the most part. one of the things that was in it when I first got it was the ability to schedule service through it but I guess the dealership shut that off. I believe it was worth the price for the ability to do remote lock and remote start through and remote find.,"4.00",TOYOTA,ANDROID
"",excelente!!!,"5.00",TOYOTA,ANDROID
"",very informative,"5.00",TOYOTA,ANDROID
"",works well,"5.00",TOYOTA,ANDROID
Locking car doors,Best ever!! I’ve been broken in twice because I forgot to lock the doors… now i can double check from my bed!!,"5.00",LEXUS,IOS
Toyota App,"Works well and love being able to lock, unlock, and remote start (winter and summer!).  I hate that it doesn’t have the capability for you to do preset temperature templates to use. I have used other car apps that were absolutely amazing, and allowed you to set for winter and summer months, and do remote start and set those temperatures automatically.","3.00",TOYOTA,IOS
Wow!!!,"Excellent beautiful sporty electric power sedan. Lots of room with fold down seats wagon like stowage. 
Fun performance and full interior appointments and comfortable!
Get it!!!","5.00",TOYOTA,IOS
"","great app to schedule service or to find out anything wrong with the car. It does occasionally freeze or gives you error messages when using the remote start, but it is not often.","4.00",TOYOTA,ANDROID
"",Excelente.,"5.00",TOYOTA,ANDROID
Love the app,Love that it’s able to tell me so much about the status of my car,"5.00",TOYOTA,IOS
"",Why monthly fee go from 8 a month to 15?,"1.00",TOYOTA,ANDROID
"",awesome 👍,"5.00",TOYOTA,ANDROID
"",peace of mind knowing my car is locked and updates real time,"5.00",TOYOTA,ANDROID
"",the best truck I ever had,"5.00",TOYOTA,ANDROID
"","In ""find"" it doesnt give location in real time. Its hours later. The remote start/stop doesnt work, nor does the lock/unlock. Useless and a waste of money. All i get is tire inflation and im not sure thats accurate. Whats up Toyota?","1.00",TOYOTA,ANDROID
Remote,"I am very happy with the remote control from my mobile phone, but I would like to be able to start the engine for at least 20 minutes instead of 10 minutes. Thank you for giving me the opportunity to use the mobile application.","5.00",TOYOTA,IOS
"",I've really enjoyed the app. UI is fine and everything I want to regularly use is easy to get to.,"5.00",TOYOTA,ANDROID
Great App,Id say just need more options like play Netflix or games,"5.00",TOYOTA,IOS
"","aveces no me funciona el encendido por el celular no se porque, alguien podría darme esa información","4.00",TOYOTA,ANDROID
Lexus NX350 H prime 2025,"Great car I am enjoying ride with 34.9 mpg.
Little difficult to use its high end features","4.00",LEXUS,IOS
"",For the past month after 8 pm EST time I can't log in until after 8 am EST time. I work night shift I like to be able to start my car before I go to work so it be warmed up. Please fix the issue.... Thanks,"1.00",TOYOTA,ANDROID
"","toyota got, no regrets","5.00",TOYOTA,ANDROID
Love my Highlander!,Coming from a lifelong Honda owner kudos for my new Toyota are saying something!!,"5.00",TOYOTA,IOS
"",excellent app,"5.00",TOYOTA,ANDROID
Connection issues,"This is a pretty awesome app. I love the idea behind it, but unfortunately, there are many connection issues. I was using the digital key with my iPhone and there are times when it will not connect to my car and it leaves me stranded. There are other times where it will let me in the car, but it will not start. It says place key by fob now my key as it is at home in my house I cannot do that. So unfortunately, the app still has a lot of flaws as soon as they get the connection problems figured out this will be an amazing app.","4.00",TOYOTA,IOS
"",like the new layout,"5.00",LEXUS,ANDROID
"",awesome,"5.00",TOYOTA,ANDROID
Needs improvement,The features are limited.  The most frustrating part is the location of the car can’t get updated while car is moving like the UI of uber. Whenever I need to check the updated location I will need to exit and kill the App then log back in. I would suggest to have a refresh button to do it if live location is unavailable for the development team.,"3.00",LEXUS,IOS
Still a little buggy,Not great at connecting. Was hoping to be able to use it without having a key fob or key card on my person but it’s still not there. Connection is slow and quite buggy.,"3.00",TOYOTA,IOS
"","i love that it tells me if my car is unlocked, so I can lock from inside the house or building. I love that I can start my car up and have it nice and cool when i get in from the unbearable heat...AWESOME","5.00",TOYOTA,ANDROID
"","3 stars because I have to pay🤨🤨🤨🤨","3.00",TOYOTA,ANDROID
"",Does everything I need !,"5.00",TOYOTA,ANDROID
"",This Toyota app is fantastic. It keeps me informed of the status of my Corolla Cross and let's me do lots of things to it.,"5.00",TOYOTA,ANDROID
Excellent aplication,La mejor option,"5.00",TOYOTA,IOS
"","so convenient, easy to use.","5.00",TOYOTA,ANDROID
Great App,"Very convenient for remote operations like starting the car for warming or cooling interior before getting in it.  
Has reminded me many times of unlocked doors, open windows, and low tire pressure.
However, I wish there was a remote kill switch for the motor… just for security reasons.","5.00",TOYOTA,IOS
"",This app is awesomely useful.,"5.00",TOYOTA,ANDROID
Features,"This app is awesome. If I forget where I park my Toyota, it help me to find it. It have more features but that is my favorite.","3.00",TOYOTA,IOS
To developers FIX APP AUTO SIGN OUT,"ALL THE 5 STAR REVIEWS ARE FAKE THERE IS NO WAY THIS APP GETS ANYTHING HIGHER THAN A 2 STAR 
please please fix the sign out problem. There is zero reason for the phone to sign you out automatically after 12 hours.  Security reason or not this is the stupidest thing in the world. I found lots of loopholes (shortcut) to your frustrating app but many of these features are useless when it signs you out automatically, and the app becomes dead. Also, please fix the Watch side of things to as once the app on the phone signs you out the watch feature is also useless.","1.00",TOYOTA,IOS
"","Unlike their cars, the app is horrendous. It's filled with a bunch of useless stuff and the things that are useful just don't work. Fit example, download digital key acts like it downloaded something but no confirmation and then when u go back, nothing's there and you can try again but never works. It also continually asks me to enable verified links which are enabled. The app is basically there to just track everything you do, send the data back to the dealership, and try to sell u things.","1.00",TOYOTA,ANDROID
"",All lies!,"1.00",LEXUS,ANDROID
Logging in,App is very glitchy it will log me out throughout the day even if I set it for 12 hours. Face recognition doesn’t work also during this login period,"3.00",TOYOTA,IOS
App,Great App for my truck! So much information and control. Toyota did a great job.,"5.00",TOYOTA,IOS
Constantly Logs Me Out,"I pay a multi national, multi national billion dollar corporation 15 a month for a app that I am required to pay for to use the features of my vehicle and it does not work. I have to log into the app multiple times per day. If I try to use voice activated features I find that I have been logged out of the app. This is unacceptable for a multinational, multibillion dollar corporation to have an app that just does not work correctly. Shame on you Toyota. 
(Yes, I have tried contacting their support. It’s completely hopeless to get a person to help)","1.00",TOYOTA,IOS
"",necesito poder leer en español,"2.00",TOYOTA,ANDROID
Problem with login,"The program doesn't work, when I try to log in with my account, the program blinks and takes me back to the home page","1.00",TOYOTA,IOS
"",I love the New Tacoma!!,"5.00",TOYOTA,ANDROID
Not impressed,"You can lock your fob in the car and the app will not unlock your door. It thinks the doors are already open. Unless you have a second fob you’re SOL.
When you start the car via the app (or fob) and unlock the doors, the car turns off…why?
Don’t know if this is a glitch in design or if it can be bypassed.","2.00",TOYOTA,IOS
"",垃圾服务，工作不到半年就不能用的app,"1.00",LEXUS,ANDROID
"",very good app!,"5.00",TOYOTA,ANDROID
Seamless and easy to use,"The Toyota app works great with my phone, makes vehicle status and maintenance scheduling easy, it is .  I haven’t got to explore the app as a hole but I’m sure it works great, other vehicle apps I have are glitchy and don’t work well.","5.00",TOYOTA,IOS
"",Unable to start climate anymore. Kinda useless now. At least until they decide to fix it. Good thing I just renewed the connected services for nearly 100 bucks. Wonder how I get a refund?,"1.00",TOYOTA,ANDROID
It’s working again,"The app was not working after the update, spoken to Lexus road side support via SOS (non emergency) and it’s working now.","5.00",LEXUS,IOS
Convinient,So nice to not need my keys for the little things with the app.,"5.00",TOYOTA,IOS
"","Awesome capability to find my car and lock it remotely. But, if you did not shut down the car perfectly, like forget to put it in P or leave the keys behind or leave the tailgate ajar, it will not lock remotely.","4.00",TOYOTA,ANDROID
"",fantastic app,"5.00",TOYOTA,ANDROID
"",I never have trouble getting this to work.,"5.00",TOYOTA,ANDROID
"",excellent service 👏 👍🏻,"5.00",TOYOTA,ANDROID
Reseña,Excelente servicio muy útil para mi,"5.00",TOYOTA,IOS
"","wish it had more options, like roll down windows, wish the car didn't turn off when I open the door, wish had trunk options and temp controls. keeps signing me out even though I clicked keep signed in","4.00",TOYOTA,ANDROID
Can’t make payment,"I only use this app to pay my monthly car payment and about 9 times out of 10, it won’t load. It will give me a “Looks like there was an error. Try again soon” message. Super annoying. I don’t get why it always says this. I’m really just trying to pay my car payment. Super dumb and I hate the app. Wouldn’t have it if I didn’t have a Toyota to pay down","1.00",TOYOTA,IOS
"",so far so good. I'm still learning stuff. the radio is a trip to learn but getting it.,"4.00",TOYOTA,ANDROID
"",helpful so far,"5.00",TOYOTA,ANDROID
"",Will not download to my phone TV,"1.00",LEXUS,ANDROID
"",The recent app upgrade 'broke' or removed the one function I used - the remote climate start. Now completely useless to me.,"1.00",TOYOTA,ANDROID
"",I can lock the car remotely,"5.00",TOYOTA,ANDROID
Lexus App - RX 350H,"I love having access to the various functionality through the app. Two things that have been a bit problematic:
The app logging itself out and not notifying me doors are unlocked (or else), delay with notifications, and relative user-friendly / not so intuitive navigation.","4.00",LEXUS,IOS
"",great!,"5.00",LEXUS,ANDROID
"",Works pretty good.,"4.00",LEXUS,ANDROID
"",very good,"5.00",TOYOTA,ANDROID
Locked out of app,"I updated to an Apple 16 Pro, and when I tried to log into this app, I was locked out with no way to contact the developer.","1.00",TOYOTA,IOS
Toyota app,It is easy to use and appears to be reasonably priced.  I use the word appears because it is next to impossible to get a person on the phone to answer any questions.,"3.00",TOYOTA,IOS
"",great except for the start feature. it doesn't always work,"4.00",TOYOTA,ANDROID
Keyless start/lock and unlock,"I love that I drove away in the company vehicle and remembered I didn’t lock my car 30 minutes later, got on the app and now my car is locked!!!","5.00",TOYOTA,IOS
"",Does what it's supposed to do,"5.00",TOYOTA,ANDROID
"",Convivial et utile,"5.00",TOYOTA,ANDROID
A Seamless Companion for the Lexus UX 250h Experience,"I’ve been using the Lexus UX 250h app for a while now, and I must say it’s an excellent addition to my driving experience. The app is intuitive and user-friendly, making it easy to stay connected with my vehicle. Features like remote start, locking/unlocking, and climate control are particularly convenient, especially during extreme weather conditions.
I also appreciate the real-time vehicle health updates and maintenance reminders, which help me stay on top of everything without hassle. The integration with navigation and the ability to send destinations to the car’s system before getting in is another great touch that adds to the overall convenience.
Overall, the Lexus UX 250h app enhances the driving experience, providing peace of mind and smart functionality at your fingertips. Highly recommended for any UX 250h owner!","5.00",LEXUS,IOS
"","Esto esta super genial ,","5.00",TOYOTA,ANDROID
"",Not compatible with my device anymore? Whats up with that?,"1.00",TOYOTA,ANDROID
Can’t update older iPhone 15.6.3,No option to skip update,"1.00",TOYOTA,IOS
"","I've only had my car for a week, but loving my car and the app, notification for doors unlocked, being able to see my tire pressure on all tires, etc.","5.00",TOYOTA,ANDROID
"","I love the convenience of being "" connected "" with my awesome 22' HIGHLANDER XSE","5.00",TOYOTA,ANDROID
Needs improvement,"Their is serious lag between the app and vehicle.  Would be great if that could be worked on. 
From time to time the app kicks me out and won’t allow me to sign back in. Requires a call to the Toyota line.  This is annoying but again just a bug that needs to be fixed.","3.00",TOYOTA,IOS
"","Always reliable, very convenient!!! 💙💙💙","5.00",TOYOTA,ANDROID
Great for winters.,The remote start is great for winters and it’s easy to use and another plus point is you can start your car from anywhere.,"5.00",LEXUS,IOS
"","I liked the app, however it hasn't worked since the latest update","3.00",TOYOTA,ANDROID
"",I love auto stay from my phone,"5.00",TOYOTA,ANDROID
Needs to keep link with phone.,Annoying to be entertaining phone number and code all the time. Why can’t the app make a handshake wit the phone as both have unique identifiers.,"3.00",TOYOTA,IOS
"",Great way to keep track of what's going on with your vehicle.,"5.00",TOYOTA,ANDROID
"",Latest update does not want to work with my phone.,"2.00",LEXUS,ANDROID
Toyota app,The app is easy to use and provides instant vehicle status. I like the locking and unlocking features and always knowing the charge status.,"5.00",TOYOTA,IOS
Satisfied customer,What an Awesome Toyota Experience. Much Kudos to my friend Lauri Bailey at Don Ringler of Temple who walked me through the entire process and made it super easy. 🤙🏽🤙🏽😀😀,"5.00",TOYOTA,IOS
"","I don't like not being able to pay my car note through the ap, or I would have given it 5 stars","4.00",TOYOTA,ANDROID
"",excellent,"5.00",TOYOTA,ANDROID
"",glitches,"4.00",TOYOTA,ANDROID
"2023 Highlander Hybrid",Love the Toyota App.  It’s easy to use and very efficient,"5.00",TOYOTA,IOS
Good,Very easy to use and I’m happy to use this app,"5.00",LEXUS,IOS
"",the app keeps making me verify my account but then I can just start me car from my couch,"3.00",TOYOTA,ANDROID
"",love it,"5.00",TOYOTA,ANDROID
Toyota,I’m very pleased with the Toyota app and the company as a whole. My wife and I both drive Toyota now and we will never purchase a different brand again.,"5.00",TOYOTA,IOS
"","I love it when it works but the last few days the app just crashes. please update! as of 9/22 it's still not working. I should get a refund for September. this is ridiculous 10/10/24 and still not working!!!! this is frustrating. it now says ""sign in is taking longer than usual please wait"" but it never signs in. anyone going to fix this?? offer a refund?","1.00",TOYOTA,ANDROID
Lexus app experience,"I’ve been using the Lexus app for a while now, and I’m really impressed with how intuitive and user-friendly it is. The interface makes it easy to manage all aspects of my vehicle, from checking the status to scheduling maintenance. I love the remote start and locking features, which have come in handy more times than I can count. Overall, the app enhances the Lexus ownership experience and adds a level of convenience that’s hard to beat. Highly recommend it to all Lexus drivers! Here’s a sample review you could write Here’s a sample review you could write for your Lexus app experience:
“I’ve been using the Lexus app for a while now, and I’m really impressed with how intuitive and user-friendly it is. The interface makes it easy to manage all aspects of my vehicle, from checking the status to scheduling maintenance. I love the remote start and locking features, which have come in handy more times than I can count. Overall, the app enhances the Lexus ownership experience and adds a level of convenience that’s hard to beat. Highly recommend it to all Lexus drivers!” for your Lexus app experience:
Here’s a sample review you could write for your Lexus app experience:
“I’ve been using the Lexus app for a while now, and I’m really impressed with how intuitive and user-friendly it is. The interface makes it easy to manage all aspects of my vehicle, from checking the status to scheduling maintenance. I love the remote start and locking features, which have come in handy more times than I can count. Overall, the app enhances the Lexus ownership experience and adds a level of convenience that’s hard to beat. Highly recommend it to all Lexus drivers!”
“I’ve been using the Lexus app for a while now, and I’m really impressed with how intuitive and user-friendly it is. The interface makes it easy to manage all aspects of my vehicle, from checking the status to scheduling maintenance. I love the remote start and locking features, which have come in handy more times than I can count. Overall, the app enhances the Lexus ownership experience and adds a level of convenience that’s hard to beat. Highly recommend it to all Lexus drivers!”","5.00",LEXUS,IOS
"","App worked great. 1 year after buying my brand new truck, app is no longer supporting my phone. This needs to be fixed","1.00",TOYOTA,ANDROID
"",Remote starter won't start car despite battery at 39%.,"1.00",TOYOTA,ANDROID
"",Me encanta,"5.00",TOYOTA,ANDROID
Toyota remote,Perfect,"5.00",TOYOTA,IOS
"","I wish with the command start in the app, 5hat you could adjust the temperature. when you leave the car at night/evening, it's often warmer than when you leave in the morning and if you're like me, you don't remember to set the thermostat to blazing hot","4.00",TOYOTA,ANDROID
Great App,Great app with nice functions,"5.00",TOYOTA,IOS
"2024 is350 fsport",App is really never really have problems does does check rear seat everytime my car is locked (absolutely nothing in the rear seat) could be car probably 🤷🏻 wish there was a little more features like the Toyota Camrys do and Lexus Is higher end like Chevy/ gmc…🤙🏼,"5.00",LEXUS,IOS
"",awesome app works just like it says,"5.00",TOYOTA,ANDROID
"","since I have purchased my Toyota Hylander 2023 I am using the app to check on my car as well start from my home especially during the cold weather so that my engine can heat up and the inside of my car warm up as well.This app is so convenient and easy to access, Thanks to Toyota, my ride for live,all my cars since diving as a teenager has been Toyota.","5.00",TOYOTA,ANDROID
Tacoma,Me gusta prender mi auto a distancia,"5.00",TOYOTA,IOS
"",I absolutely love ❤️ my Toyota corolla cross with all it's fancy extras. I love the feel of it when I drive. I feel safe in it,"5.00",TOYOTA,ANDROID
"","App functions just as I would expect, and I haven't had any issues so far. The ability to control charging times as well as multiple in-car climate features is extremely useful.","5.00",TOYOTA,ANDROID
A necessity,It’s a must have in all kinds of climates,"5.00",LEXUS,IOS
"",Easy to control car from a distance and to make appointments with the dealer.,"5.00",TOYOTA,ANDROID
Update not accessible,"The App had been very useful since picking up the 2024 RX450h+ a year ago at Longo Lexus. However, starting a few days ago (around 10/5/24), when clicking on the App, it directed me to update. When clicking “update,” I was redirected to being asked again to “update” — an endless loop.
FIX THIS — PLEASE!
(From Albuquerque)","1.00",LEXUS,IOS
"","Poor at best. Update. 8/14/2023 Still poor, mind you, this is a service I'm paying for, and what do I get for the  I pay? It tells me I left the sunroof or windows open or the doors unlocked. Which I know as I do it on purpose (secure parking, behind TSA guarded gate. But try to remote start the vehicle and no, can't do that, and that's with me standing 100 feet away with a 5G connection. And the never-ending ""connection"" notifications drive you nuts. Update, 10/09/2024 Gone from bad to worse","1.00",TOYOTA,ANDROID
JW construction,App is  good but need more options like roll your windows up or down,"3.00",TOYOTA,IOS
Garbage,"This is not worth the . After the exorbitant price one pays for a Toyota vehicle, this app should be 100% free…and ACTUALLY work. Absolute trash.","1.00",TOYOTA,IOS
My 2025 hybrid turbo-max Toyota Crown—I call it my SR-71 stealth car!!,"I love my car!  I wanted a step up from my multiple Camrys(28+ years) and boy did I find one!  The car is smarter than I am thanks to the multitude of great safety features(I have three advanced degrees).  Statistically speaking this will probably be my last car and I know I can always depend on the Des Moines Toyota team to keep it running purrfectly!  Ian Davis has been my service manager for 24 years and he is incredible.  Everyone I interact with there is professional, knowledgeable, extremely friendly and eager to ensure I buy the car I want and obtain service when needed. My car is so quiet and quick that I got caught speeding on an unfamiliar road.  The Toyota God was with me; the officer commented that it looked kind of like a Tesla—what could I say?  He came back to the car and said he was going to give me a warning!!
What a blessing and a reminder to respect the capabilities of car!!  I get tons of compliments as well.  I don’t care what others may say; I see my car as an investment and am grateful to own it.","5.00",TOYOTA,IOS
"",espectacular 👌 👌 👌 👌,"5.00",TOYOTA,ANDROID
Unhappy,"Please put my old app back
Thank you","1.00",LEXUS,IOS
Hybrid Toyota Rav,I love my Toyota. Here is what I don’t like: when you raise your seat your head touches the roof of your car. Doesn’t have enough power. I will get the regular Toyota Rav. I paid enough for my car not to have enough power. I like the design of the vehicle.,"5.00",TOYOTA,IOS
"",I love the app and all the features in the app has never given me any challenge,"5.00",TOYOTA,ANDROID
"",I love that I can lock my vehicle without having to go back outside and starting my vehicle from my phone. it's terrific.,"5.00",TOYOTA,ANDROID
Aire acondicionado,Me gustaría tener la opción de controlar el aire acondicionado así poder prenderlo desde mi teléfono y ponerle calefacción,"5.00",TOYOTA,IOS
"",on aurait pu avoir le démarrage à une plus grande distance,"4.00",TOYOTA,ANDROID
Improvements needed.,"-Map needs to be live so you can track the movement of the vehicle. 
-Vehicle should not cut off when you open the door after starting from the app.","3.00",TOYOTA,IOS
"",Should have purchased a Lexus years ago. BEST car on the market!,"5.00",LEXUS,ANDROID
"",Very easy to use and informative,"5.00",TOYOTA,ANDROID
"",Useful data.,"5.00",TOYOTA,ANDROID
"","There's a lack of caring when servicing my vehicle at Principle Toyota in Hernando, Ms., stating my battery is good when in fact there's obvious corrosion on the post & bracket along with acid running down the side of the battery yet they state in the check list it's good. I was informed of a recall thru a 3rd party & when I inquire they ask if I smell gas. Well by that time it's Too Late & my vehicle will catch fire, Then What?","2.00",TOYOTA,ANDROID
Lexus,I enjoy driving Lexus every season,"5.00",LEXUS,IOS
"",Worst ap ever.,"1.00",LEXUS,ANDROID
The Best Vehicle,It’s the best vehicle I have ever owned. I drove Lexus vehicles for over ten years and my Venza is just as good as a Lexus !!!!,"5.00",TOYOTA,IOS
"Simple, easy to use","Love this app! I use it most to lock and unlock my doors and remote start when it gets cold out. It’s user friendly and always works, like my Toyota!","5.00",TOYOTA,IOS
"",New update is not compatible with Fire tablet (Android based). The app used to work with Fire tablet.,"1.00",TOYOTA,ANDROID
"",love it,"5.00",TOYOTA,ANDROID
crown,The easiest car app.. I’ve used..,"5.00",TOYOTA,IOS
"",Works as intended but didn't update the service warning after my 4runner's first service,"4.00",TOYOTA,ANDROID
"",keeps me updated on the vehicle location and health of the vehicle,"5.00",TOYOTA,ANDROID
"",remote turn and remote trunk needed,"4.00",LEXUS,ANDROID
"",Toyota has great customer service. They get you in and out like a car dealership should.,"5.00",TOYOTA,ANDROID
"",Great app,"5.00",LEXUS,ANDROID
No lo puedo creer,"Estuve de crucero por Alaska, mi hijo se quedó en Puerto Rico usando la guagua. Cada vez que tenia un poco se señal me entraban notificaciones que la guagua tenía las puertas abiertas, no lo podía creer. No pude coincidir con mi hijo para probar cerrarla desde allá. Les debo esa. Sorry.","5.00",TOYOTA,IOS
"",I just updated my android version of this app and now it won't let me login.,"1.00",TOYOTA,ANDROID
"",it works perfectly fine,"5.00",TOYOTA,ANDROID
Intermittent failed to connect,App does not work all the time.,"3.00",TOYOTA,IOS
"",Poor connection to entune suite,"1.00",TOYOTA,ANDROID
"",Love it!!!,"5.00",TOYOTA,ANDROID
Reliable,Has but a few functions. Those operate reliably. The notifications are useful.,"4.00",LEXUS,IOS
I enjoy it,"I got nothing to say, for me it does the job.","5.00",LEXUS,IOS
Great Update,New update fixed a ton of bug and it’s usable now.,"5.00",LEXUS,IOS
"",The App worked fantastic until the newest update. Pay 80 per year for an app that won't work. RIP off,"1.00",TOYOTA,ANDROID
"","Great ride, great look very safe. We. purchased our Lexus and have enjoyed it.","5.00",LEXUS,ANDROID
Amazing!,Love all the accessories and the app is outstanding!,"5.00",TOYOTA,IOS
"",easy access,"5.00",TOYOTA,ANDROID
"",I can no longer upgrade (older phone) but it also won't let me use the older update from last month! Useless!,"1.00",TOYOTA,ANDROID
"",The newest update has rendered it useless. On top of charging me again for the service I already paid for I can no longer use the Mobile Connect and can not get in touch with anyone to help me fix this issue.,"1.00",TOYOTA,ANDROID
Tag,The app is perfect for checking,"5.00",TOYOTA,IOS
"",Excelente !!,"5.00",TOYOTA,ANDROID
"",Update available fine tell me my phone is not compatible just say my phone is to old. Just glad i am not paying for this garbage app. Since I posted tgis the app won't even start anymore.,"1.00",TOYOTA,ANDROID
"2024 Tundra",These applications on my phone are really great and helpful. Makes it easier to know when we need to do something and secure the vehicle,"5.00",TOYOTA,IOS
Toyota App,The app is really good. Can access your vehicle through your phone.,"5.00",TOYOTA,IOS
